STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,SNOW,TMAX,TMIN
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750726,0.04,0.0,94,73
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750727,0.00,0.0,94,75
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750728,0.00,0.0,96,77
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750729,0.17,0.0,98,75
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750730,0.00,0.0,96,73
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750731,0.00,0.0,98,77
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750801,0.25,0.0,92,76
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750802,0.25,0.0,83,74
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750803,0.06,0.0,86,75
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750804,0.38,0.0,91,72
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750805,0.00,0.0,88,70
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750806,0.00,0.0,90,71
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750807,0.00,0.0,91,71
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750808,0.00,0.0,91,70
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750809,0.00,0.0,91,71
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750810,0.00,0.0,91,70
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750811,0.00,0.0,91,71
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750812,0.00,0.0,93,73
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750813,0.00,0.0,95,76
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750814,0.00,0.0,93,77
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750815,0.00,0.0,93,74
GHCND:USW00013958,AUSTIN CAMP MABRY TX US,182.9,30.3,-97.7,19750816,0.00,0.0,93,75
